@relation Training

@attribute id numeric
@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute extraversion numeric
@attribute openness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute class {1,2,3,4,5}

@data
142,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.557134,0.021238,0.031118,0.374268,0.016242,459,11,446,22,0.463283,0.470634,0.421025,0.513484,1
143,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.515251,0.088767,0.091598,0.289327,0.015057,32,0,31,1,0.393211,0.532465,0.334279,0.573085,1
144,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.695686,0.012217,0.061863,0.220394,0.00984,560,0,341,14,0.50647,0.459952,0.464179,0.497588,1
145,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.59545,0.023525,0.100579,0.262374,0.018072,37,0,36,2,0.490919,0.425034,0.440164,0.527174,1
146,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.587309,0.008416,0.039642,0.357142,0.007491,169,22,161,8,0.461804,0.488125,0.503807,0.552752,1
147,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.278493,0.287897,0.094366,0.317996,0.021248,133,11,130,3,0.416286,0.452817,0.382462,0.55264,1
148,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.385398,0.040015,0.028342,0.522414,0.023831,58,11,56,0,0.4789,0.499608,0.438787,0.505073,1
149,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.218342,0.037427,0.106229,0.592037,0.045965,271,33,240,17,0.519572,0.445528,0.379348,0.516496,1
150,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.555283,0.029799,0.045143,0.3442,0.025574,88,22,81,7,0.476264,0.446203,0.477602,0.555312,1
151,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.631325,0.020479,0.037938,0.292405,0.017853,72,11,70,0,0.452754,0.518439,0.365382,0.543314,1
152,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.782126,0.015966,0.023994,0.176365,0.001549,61,0,60,0,0.548872,0.549759,0.488918,0.479039,1
153,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.435379,0.059062,0.076255,0.406912,0.022393,289,11,264,3,0.45884,0.476613,0.354586,0.575738,1
154,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.610519,0.036401,0.049457,0.278855,0.024768,60,0,57,3,0.461425,0.476673,0.417128,0.543996,1
155,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.355651,0.079066,0.096624,0.400978,0.067682,66,11,59,2,0.440408,0.459426,0.435154,0.566069,1
156,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.400165,0.084284,0.119539,0.367659,0.028354,185,11,183,2,0.449524,0.418563,0.611816,0.672961,1
157,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.584082,0.085582,0.152645,0.149966,0.027725,54,0,53,2,0.517869,0.540587,0.381369,0.528915,1
158,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.792806,0.040638,0.018734,0.134323,0.013499,28,11,26,1,0.524647,0.504451,0.513383,0.494269,1
159,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.461231,0.029104,0.047217,0.457746,0.004701,50,11,48,0,0.59508,0.428529,0.488741,0.494636,1
160,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.577152,0.014842,0.046392,0.350856,0.010757,111,33,107,2,0.524302,0.55642,0.451032,0.489942,1
161,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.528098,0.033197,0.097829,0.321737,0.01914,58,0,57,3,0.552444,0.471543,0.488016,0.483453,1
162,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.483696,0.056069,0.140583,0.264923,0.054729,243,11,208,2,0.54147,0.61977,0.459277,0.442088,1
163,P+,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.397693,0.092723,0.063862,0.280374,0.165348,120,0,119,4,0.575703,0.605121,0.494448,0.471322,1
164,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.439317,0.038454,0.100427,0.370872,0.05093,89,11,83,0,0.461716,0.549791,0.406809,0.456356,1
165,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.907286,0.01085,0.011338,0.067236,0.003292,55,0,53,2,0.45438,0.498451,0.368834,0.522606,1
166,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.653546,0.01033,0.194802,0.135613,0.00571,82,0,80,4,0.421279,0.498091,0.384552,0.54306,1
167,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.550465,0.017781,0.036258,0.380594,0.014903,84,11,82,0,0.464267,0.646072,0.329061,0.512081,1
168,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.507193,0.087313,0.107842,0.284696,0.012957,117,44,112,1,0.582498,0.543246,0.491255,0.438607,1
169,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.471166,0.06066,0.089544,0.345031,0.0336,40,0,39,2,0.423652,0.498188,0.398523,0.533404,1
170,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.625231,0.009538,0.192432,0.153439,0.019359,54,0,52,1,0.571487,0.470126,0.548392,0.501031,1
171,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.717612,0.012922,0.040079,0.225062,0.004325,115,22,111,2,0.487027,0.433384,0.378031,0.577633,1
172,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.674779,0.034641,0.05547,0.21394,0.021171,58,22,55,0,0.453379,0.593937,0.384547,0.486199,1
173,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.411874,0.162445,0.061682,0.320187,0.043812,31,0,30,0,0.441706,0.533279,0.407371,0.526726,1
174,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.225627,0.016598,0.091127,0.467015,0.199633,41,0,39,2,0.540434,0.503439,0.5034,0.488644,1
175,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.244563,0.007567,0.063877,0.662547,0.021445,79,11,76,2,0.53203,0.542803,0.442139,0.442606,1
176,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.546007,0.05373,0.028814,0.348068,0.023382,41,0,40,5,0.540356,0.461674,0.510219,0.510099,1
177,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.463446,0.027152,0.03532,0.312221,0.161861,119,0,118,2,0.58878,0.422999,0.471223,0.478477,1
178,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.369407,0.082152,0.19267,0.332569,0.023201,160,88,151,3,0.521168,0.451307,0.481225,0.496629,1
179,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.489654,0.057127,0.148341,0.252397,0.05248,87,0,86,1,0.48522,0.493142,0.478127,0.500504,1
180,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.492453,0.076165,0.04656,0.332017,0.052805,730,0,527,3,0.560052,0.512886,0.483336,0.492708,1
181,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.134073,0.194937,0.04369,0.424679,0.20262,102,11,97,0,0.476833,0.482153,0.392714,0.511707,1
182,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.304846,0.136754,0.10953,0.406236,0.042634,78,22,74,4,0.496582,0.556363,0.461847,0.493789,1
183,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.764609,0.020556,0.046064,0.158314,0.010457,177,22,169,1,0.471467,0.500618,0.481215,0.508366,1
184,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.773422,0.029347,0.048332,0.139787,0.009112,118,0,117,6,0.528102,0.398796,0.575913,0.558336,1
185,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.187283,0.109283,0.252355,0.417612,0.033467,115,44,110,2,0.584254,0.456285,0.568821,0.486006,1
186,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.641618,0.010955,0.111645,0.216737,0.019045,218,22,213,5,0.531392,0.550263,0.542961,0.466687,1
187,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.439994,0.035419,0.090652,0.413092,0.020843,21,0,20,0,0.555867,0.614565,0.37902,0.497272,1
188,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185573,0.037653,0.02457,0.552903,0.1993,315,0,310,10,0.575327,0.495788,0.485598,0.492189,1
189,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.21194,0.232945,0.121274,0.36347,0.070372,119,22,116,1,0.552443,0.509673,0.366372,0.50075,1
190,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.096729,0.398856,0.053418,0.18179,0.269208,107,11,103,3,0.48857,0.44943,0.471758,0.523509,1
191,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.562961,0.061484,0.077585,0.261842,0.036129,125,0,123,3,0.539111,0.499173,0.438652,0.496876,1
192,N+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.657766,0.032904,0.048825,0.249757,0.010748,165,44,159,1,0.533646,0.537199,0.520192,0.46388,1
193,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.562876,0.012642,0.050781,0.369017,0.004684,130,11,126,1,0.449183,0.528806,0.374371,0.540212,1
194,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.559147,0.029316,0.133458,0.266551,0.011528,29,0,28,1,0.506176,0.602664,0.408721,0.495962,1
195,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.488729,0.013474,0.072633,0.421335,0.00383,82,33,77,5,0.530656,0.497856,0.465966,0.481492,1
196,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.569391,0.03964,0.052419,0.306422,0.032128,154,0,153,5,0.362375,0.52272,0.399812,0.551877,1
197,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.672503,0.042851,0.041764,0.22674,0.016142,53,0,52,1,0.463343,0.439601,0.483528,0.555152,1
198,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.586638,0.025855,0.039235,0.240809,0.107463,78,33,74,1,0.337959,0.566235,0.371514,0.577698,1
199,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.504477,0.031581,0.114719,0.32748,0.021743,71,11,69,2,0.558963,0.539862,0.609483,0.462125,1
200,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.588954,0.028036,0.154294,0.19668,0.032037,89,0,89,0,0.486337,0.562932,0.347513,0.506699,1
201,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.730964,0.019222,0.049275,0.192176,0.008363,33,0,32,0,0.413427,0.544557,0.409879,0.524389,1
202,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.477016,0.023157,0.027637,0.318178,0.154013,127,11,125,2,0.371073,0.500874,0.381718,0.522207,1
203,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.638076,0.013409,0.060462,0.280904,0.007149,96,55,89,1,0.508769,0.476764,0.421336,0.486687,1
204,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.729815,0.009202,0.053105,0.201007,0.006872,119,0,103,0,0.462142,0.499076,0.38426,0.509627,1
205,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.499604,0.064196,0.049256,0.266874,0.12007,267,121,246,6,0.549445,0.437077,0.502712,0.528394,1
206,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.778802,0.015086,0.064227,0.125642,0.016242,77,33,73,1,0.493764,0.505656,0.438019,0.505389,1
207,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.375289,0.091198,0.045733,0.457804,0.029977,149,0,146,8,0.566322,0.519959,0.552365,0.455563,1
208,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.627174,0.04869,0.070183,0.19008,0.063873,117,22,113,1,0.433554,0.433848,0.4234,0.52378,1
209,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.804572,0.013384,0.029146,0.143239,0.00966,80,0,79,1,0.531367,0.52278,0.412506,0.480334,1
210,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.631218,0.007723,0.041477,0.315878,0.003705,98,0,96,1,0.547402,0.454828,0.513896,0.52582,1
211,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.572775,0.042662,0.146707,0.226194,0.011662,91,22,88,2,0.460119,0.487217,0.385086,0.540366,1
212,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.753235,0.01316,0.021549,0.199155,0.012901,68,0,66,2,0.590714,0.505591,0.585166,0.429591,1
213,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.471343,0.061712,0.047223,0.375394,0.044328,82,0,79,6,0.479625,0.469471,0.472426,0.543748,1
214,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.691228,0.028242,0.02654,0.137731,0.116258,59,0,58,0,0.483444,0.39621,0.554663,0.571934,1
215,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.091212,0.077251,0.420416,0.380229,0.030893,140,11,136,1,0.510375,0.544323,0.378724,0.47554,1
216,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.499778,0.047723,0.087473,0.289009,0.076017,267,11,263,5,0.461814,0.472942,0.418731,0.553803,1
217,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.415634,0.015642,0.287555,0.25352,0.027649,69,0,68,1,0.554763,0.524381,0.350767,0.492081,1
218,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.649423,0.004656,0.015918,0.324119,0.005884,59,33,54,0,0.498143,0.489536,0.44645,0.510002,1
219,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.380493,0.057526,0.064482,0.487645,0.009854,332,11,328,5,0.436933,0.517504,0.358539,0.531339,1
220,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.599823,0.061526,0.10083,0.210947,0.026875,111,0,107,5,0.415148,0.621828,0.391268,0.514973,1
221,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.654177,0.026731,0.054105,0.254063,0.010923,34,0,32,1,0.443837,0.514872,0.408521,0.52047,1
222,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.711072,0.004297,0.007632,0.244983,0.032016,28,0,27,0,0.480057,0.469611,0.515575,0.510054,1
223,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.46533,0.057694,0.055186,0.379998,0.041793,71,0,69,2,0.427386,0.547223,0.500113,0.49579,1
224,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.656762,0.038897,0.024948,0.27477,0.004622,51,0,50,2,0.537916,0.588655,0.52849,0.451815,1
225,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.587639,0.003777,0.036878,0.34655,0.025156,65,0,64,1,0.540423,0.428154,0.424456,0.505922,1
226,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.244569,0.052929,0.074095,0.573034,0.055373,20,0,19,0,0.627014,0.450001,0.577392,0.493192,1
227,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.667271,0.060079,0.052677,0.216235,0.003738,1127,110,1087,20,0.547883,0.507419,0.525783,0.482857,1
228,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.291061,0.153502,0.109129,0.401109,0.045199,50,11,48,2,0.430898,0.494273,0.370399,0.548548,1
229,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.256219,0.093105,0.03286,0.468794,0.149022,185,11,181,2,0.513489,0.52138,0.398095,0.490572,1
230,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.401161,0.03789,0.117036,0.433033,0.010881,145,0,141,3,0.400585,0.499114,0.407739,0.542203,1
231,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.338551,0.132061,0.099017,0.419331,0.011039,45,0,44,0,0.510835,0.530005,0.386095,0.549776,1
232,N+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.207116,0.247969,0.255118,0.253218,0.036578,25,0,24,0,0.493743,0.540109,0.430035,0.508972,1
233,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.505913,0.044616,0.028032,0.40541,0.016028,58,0,56,1,0.588623,0.508276,0.448539,0.488937,1
234,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.538167,0.057209,0.030234,0.335553,0.038837,64,0,63,2,0.609646,0.536401,0.53947,0.476235,1
235,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.54035,0.053876,0.036958,0.355976,0.01284,493,33,476,17,0.480986,0.467942,0.396547,0.535235,1
236,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.541189,0.027651,0.093061,0.305827,0.032272,33,0,32,2,0.43659,0.504986,0.326897,0.556794,1
237,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.694997,0.035139,0.08843,0.179428,0.002006,303,66,294,4,0.620754,0.541783,0.488636,0.422306,1
238,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.568249,0.018043,0.148379,0.263392,0.001938,202,33,192,3,0.523451,0.610216,0.418584,0.496718,1
239,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.554122,0.067591,0.089591,0.276365,0.01233,90,0,89,6,0.414376,0.485292,0.391983,0.560298,1
240,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.486137,0.057311,0.084116,0.343052,0.029384,99,0,97,2,0.552938,0.531605,0.326077,0.548299,1
241,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406159,0.177042,0.054388,0.320272,0.04214,347,22,337,10,0.427007,0.566634,0.33463,0.493549,1
242,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.59884,0.059088,0.037451,0.299799,0.004822,129,11,123,2,0.512786,0.491545,0.485166,0.492056,1
243,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.708418,0.027853,0.052957,0.193787,0.016985,36,0,35,2,0.390869,0.552146,0.379409,0.52824,1
244,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.191818,0.175914,0.023735,0.334777,0.273755,145,0,143,5,0.595171,0.507556,0.514792,0.444579,1
245,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.533297,0.090266,0.10773,0.258284,0.010423,43,0,42,2,0.520525,0.555717,0.407511,0.510053,1
246,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.530061,0.052034,0.032941,0.269001,0.115964,90,22,83,4,0.520959,0.545334,0.445961,0.498502,1
247,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.530428,0.044171,0.033548,0.344908,0.046946,27,11,25,1,0.470588,0.585574,0.372412,0.483583,1
248,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.16893,0.507712,0.033564,0.188319,0.101474,90,0,87,6,0.541985,0.50824,0.370734,0.480701,1
249,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.398384,0.188416,0.093455,0.292762,0.026983,42,0,41,2,0.49217,0.456255,0.413747,0.544169,1
250,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.179215,0.1903,0.052032,0.50337,0.075084,189,11,183,6,0.481522,0.58817,0.475941,0.483556,1
251,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.448566,0.099806,0.078098,0.313282,0.060248,130,0,124,2,0.504567,0.447322,0.432989,0.510661,1
252,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.490135,0.086222,0.090093,0.284771,0.048778,94,44,89,4,0.503091,0.459189,0.474613,0.568112,1
253,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.112794,0.111796,0.019796,0.336611,0.419004,180,0,177,9,0.568546,0.527167,0.446784,0.46541,1
254,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.372769,0.071186,0.088843,0.441456,0.025746,256,0,201,0,0.491425,0.545022,0.331866,0.50329,1
255,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.646049,0.016889,0.033013,0.282456,0.021594,294,33,280,18,0.485871,0.444679,0.379668,0.53589,1
256,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.763629,0.031006,0.042205,0.149062,0.014098,115,11,113,1,0.553667,0.525146,0.390935,0.491515,1
257,N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.662488,0.05963,0.050873,0.211689,0.01532,222,55,205,7,0.54747,0.645103,0.413168,0.473127,1
258,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.615281,0.03415,0.078931,0.258762,0.012876,78,0,77,4,0.490487,0.455489,0.450453,0.522487,1
259,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.522414,0.042177,0.086297,0.298528,0.050583,194,22,186,7,0.532048,0.459103,0.42807,0.532745,1
260,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.657415,0.026992,0.063909,0.243579,0.008104,101,0,100,3,0.499873,0.491838,0.392072,0.517438,1
261,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.314663,0.262025,0.110579,0.236189,0.076544,123,0,122,4,0.444702,0.481616,0.45506,0.527702,1
262,P+,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.508621,0.078326,0.071438,0.319685,0.021929,250,44,245,13,0.492236,0.646843,0.390695,0.489363,1
263,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.484611,0.067835,0.152792,0.272945,0.021817,292,33,281,12,0.495253,0.455723,0.424196,0.5392,1
264,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.566089,0.165991,0.142077,0.116246,0.009597,82,0,80,1,0.492576,0.538796,0.365078,0.543225,1
265,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.534049,0.062825,0.070979,0.295461,0.036686,121,0,117,5,0.481797,0.488573,0.405199,0.521903,1
266,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.693661,0.015782,0.036255,0.222856,0.031445,220,44,214,5,0.465583,0.48303,0.459172,0.506602,1
267,NEU,AGREEMENT,SUBJECTIVE,80,IRONIC,0.495273,0.094227,0.041422,0.357761,0.011316,77,22,74,3,0.506952,0.467805,0.471627,0.508579,1
268,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.267512,0.347933,0.072494,0.304547,0.007514,86,0,60,4,0.481035,0.500071,0.526055,0.508662,1
269,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.346783,0.24032,0.059373,0.252608,0.100916,79,0,78,4,0.537994,0.56123,0.414512,0.452568,1
270,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.541319,0.025324,0.136126,0.27223,0.025001,132,22,128,4,0.507747,0.547458,0.422704,0.512498,1
271,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49188,0.057651,0.14944,0.29066,0.010369,63,0,59,1,0.482633,0.539838,0.368942,0.537023,1
272,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.331,0.139499,0.172392,0.333807,0.023303,546,55,532,16,0.436433,0.455635,0.405219,0.521896,1
273,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.395106,0.094641,0.08803,0.409189,0.013034,151,0,149,10,0.525379,0.48647,0.484708,0.524403,1
274,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.499137,0.084611,0.049542,0.333014,0.033695,173,0,136,3,0.546708,0.433767,0.394507,0.531692,1
275,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.632971,0.007432,0.105457,0.24946,0.004681,709,44,699,18,0.489175,0.488351,0.429503,0.481959,1
276,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.363429,0.215715,0.097739,0.31004,0.013077,95,22,92,2,0.521385,0.51136,0.407578,0.518456,1
277,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.438267,0.062171,0.032299,0.438365,0.028899,275,0,272,7,0.56466,0.538049,0.508258,0.461774,1
278,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.302616,0.227809,0.085818,0.357966,0.025791,48,0,47,1,0.474036,0.456936,0.499342,0.546217,1
279,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.169198,0.057683,0.066468,0.590051,0.116601,206,0,199,2,0.527949,0.45956,0.425989,0.49371,1
280,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.591776,0.024337,0.022043,0.299582,0.062261,554,88,489,4,0.596235,0.58571,0.429807,0.481672,1
281,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.43346,0.099632,0.200224,0.243022,0.023662,381,0,354,9,0.49365,0.529099,0.3588,0.494628,1
282,NEU,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.470524,0.132529,0.232156,0.13361,0.031182,87,11,84,5,0.451326,0.475454,0.429796,0.571591,1
283,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.522783,0.041652,0.129456,0.272333,0.033777,293,77,278,3,0.472123,0.523037,0.374884,0.545299,1
284,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.477345,0.087557,0.125733,0.298003,0.011362,359,77,351,11,0.463271,0.509466,0.37587,0.535745,1
285,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.372318,0.06777,0.062894,0.309228,0.187789,100,44,94,2,0.524688,0.486093,0.554866,0.554225,1
286,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.409427,0.075983,0.059038,0.425002,0.030549,955,22,853,21,0.559652,0.541257,0.525892,0.468482,1
287,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.166935,0.218478,0.133309,0.418325,0.062954,11,0,11,1,0.505044,0.558195,0.406088,0.515108,1
288,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.083698,0.567036,0.150212,0.131648,0.067405,126,22,123,2,0.511859,0.468263,0.390608,0.530748,1
289,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.224181,0.214946,0.068827,0.396677,0.095369,478,0,427,5,0.529306,0.517306,0.469937,0.494735,1
290,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.80249,0.013751,0.076499,0.103227,0.004033,69,0,67,2,0.494344,0.5604,0.420084,0.492649,1
291,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.222971,0.076849,0.165989,0.387283,0.146909,136,11,134,4,0.589129,0.505628,0.458962,0.498062,1
292,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.518975,0.070212,0.101363,0.302004,0.007447,177,44,172,1,0.402449,0.518631,0.357823,0.540668,1
293,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.552344,0.074108,0.057853,0.28718,0.028515,233,0,230,3,0.522665,0.550687,0.379143,0.500288,1
294,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.412053,0.12815,0.05061,0.277462,0.131725,277,11,188,1,0.59616,0.37186,0.545227,0.547766,1
295,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.304669,0.127544,0.086266,0.468865,0.012656,80,11,76,1,0.539539,0.501663,0.559939,0.472053,1
